u,v,weight
44,45,2.656
44,46,5.835
44,47,3.3800000000000003
44,48,3.7640000000000002
44,49,2.727
44,50,3.9800000000000004
44,66,3.995
44,67,5.467
44,68,3.08
44,69,5.467
44,70,2.762
45,46,3.04
45,47,5.494
45,48,5.349
45,49,4.846
45,50,3.154
45,61,4.007
45,65,5.504
45,67,3.466
45,68,5.058
46,47,3.335
46,48,4.715
47,48,4.67
49,50,2.565
50,51,2.843
50,56,5.319
50,59,3.5959999999999996
50,61,2.903
50,67,4.1739999999999995
51,52,2.344
51,53,6.212
51,54,4.1
51,59,3.964
51,62,6.209
52,54,5.061999999999999
53,54,4.63
54,55,3.0140000000000002
54,58,4.031000000000001
54,59,3.189
54,63,5.737
55,56,2.9349999999999996
55,57,3.641
55,58,3.8040000000000003
56,57,3.605
56,58,5.5200000000000005
56,59,4.14
56,61,2.7950000000000004
57,59,5.114999999999999
57,60,3.8819999999999997
57,61,4.373
58,59,4.429
58,60,5.5600000000000005
59,60,4.178
59,61,3.366
60,61,3.321
60,62,5.504
61,62,2.556
61,63,5.356999999999999
61,65,3.0
61,67,2.727
62,63,2.856
63,64,2.5140000000000002
63,65,4.2010000000000005
64,65,4.041
65,66,2.656
65,67,4.179
66,67,2.6839999999999997
66,70,2.915
67,68,2.843
67,71,2.7150000000000003
68,69,2.646
68,70,5.061999999999999
69,70,2.604
69,71,3.086
70,71,2.545
70,72,5.61
71,72,2.425
71,73,3.181
72,73,2.5669999999999997
73,74,2.737
74,75,3.282
