node,lat,lon
654,41.096096,-73.572169
653,41.094596,-73.571969
659,41.092496,-73.571425
368,41.086996,-73.577369
369,41.092996,-73.578669
415,41.086696,-73.580169
417,41.085996,-73.577169
370,41.093996,-73.578669
371,41.090736,-73.576017
372,41.091504,-73.571409
373,41.090304,-73.573393
661,41.08928,-73.569537
662,41.088768,-73.573233
375,41.087796,-73.59677
377,41.087056,-73.593618
378,41.079296,-73.592869
382,41.077396,-73.592869
383,41.081496,-73.590569
381,41.076496,-73.593869
384,41.075896,-73.590269
385,41.075896,-73.589769
386,41.078496,-73.589669
388,41.074996,-73.589669
387,41.078696,-73.589769
389,41.075196,-73.588569
402,41.074496,-73.589369
390,41.075996,-73.588569
412,41.077796,-73.586169
392,41.069096,-73.59807
393,41.070696,-73.594569
394,41.073296,-73.592869
396,41.063996,-73.594669
395,41.073152,-73.594721
397,41.063996,-73.594269
398,41.063396,-73.592769
399,41.060596,-73.595769
405,41.067296,-73.589469
408,41.061496,-73.591769
1878,41.060352,-73.596945
1880,41.056196,-73.595769
400,41.068096,-73.592169
401,41.070096,-73.590669
407,41.066296,-73.592969
403,41.070596,-73.587769
404,41.069696,-73.586869
406,41.067696,-73.586069
435,41.070296,-73.585469
441,41.063296,-73.586369
442,41.067496,-73.582569
1885,41.059696,-73.592369
1886,41.059996,-73.589969
409,41.086296,-73.582569
410,41.087216,-73.582673
411,41.084272,-73.583361
413,41.080596,-73.580469
414,41.08112,-73.583057
428,41.081196,-73.577069
416,41.085596,-73.580469
418,41.08488,-73.577137
817,41.086296,-73.573469
419,41.083968,-73.580065
420,41.081996,-73.576869
421,41.083344,-73.581713
422,41.08176,-73.576769
432,41.078908,-73.574654
423,41.081396,-73.576569
430,41.081296,-73.576269
424,41.040348,-73.554315
425,41.037697,-73.555167
2614,41.040497,-73.555567
2665,41.040297,-73.554167
2622,41.037797,-73.556167
2624,41.037597,-73.554167
426,41.074396,-73.577069
427,41.075596,-73.579869
466,41.074096,-73.577969
472,41.074496,-73.575269
429,41.079696,-73.576169
431,41.074596,-73.574569
473,41.073936,-73.574273
433,41.073596,-73.584869
434,41.073996,-73.584769
437,41.073796,-73.582369
436,41.069496,-73.580069
468,41.070896,-73.580069
469,41.069396,-73.578169
438,41.073696,-73.580869
439,41.071796,-73.583169
440,41.072596,-73.580469
465,41.073696,-73.579069
443,41.062596,-73.588669
444,41.062596,-73.585769
445,41.059196,-73.583869
461,41.062696,-73.583469
1982,41.057796,-73.584169
1990,41.061046,-73.582802
446,41.068196,-73.578769
447,41.068359,-73.58073
453,41.067596,-73.579469
6377,41.068396,-73.581169
448,41.067596,-73.580169
449,41.067696,-73.580769
452,41.06704,-73.579747
477,41.067596,-73.580065
450,41.067896,-73.580769
451,41.066496,-73.580569
454,41.066396,-73.580969
456,41.065796,-73.580569
457,41.066396,-73.580069
455,41.065996,-73.582769
458,41.065796,-73.580969
481,41.064396,-73.579269
459,41.063896,-73.581569
460,41.064596,-73.582969
464,41.065574,-73.581573
462,41.061796,-73.582369
463,41.063738,-73.582392
483,41.063196,-73.579769
6375,41.061396,-73.5826
467,41.073296,-73.577369
470,41.070296,-73.577469
471,41.070796,-73.576869
475,41.071496,-73.576269
474,41.073596,-73.574169
476,41.072896,-73.573569
848,41.072596,-73.573669
849,41.072696,-73.573169
478,41.061024,-73.578513
479,41.069496,-73.576069
2016,41.06072,-73.579569
2017,41.059796,-73.578669
480,41.069896,-73.575469
482,41.063296,-73.579369
485,41.057596,-73.582169
484,41.061896,-73.581169
1992,41.057396,-73.582169
486,41.063696,-73.576669
487,41.062096,-73.575369
488,41.059596,-73.578169
489,41.065296,-73.575069
2019,41.057296,-73.578569
490,41.063896,-73.573168
491,41.065596,-73.574769
859,41.062196,-73.572068
860,41.064596,-73.572168
492,41.124596,-73.573569
493,41.125496,-73.573769
498,41.124796,-73.573169
495,41.125196,-73.572569
5952,41.126396,-73.574869
494,41.12384,-73.572049
500,41.123744,-73.567985
501,41.116796,-73.570169
6066,41.126296,-73.571069
497,41.123396,-73.573169
502,41.119496,-73.573969
504,41.117196,-73.567969
506,41.111396,-73.569169
509,41.109568,-73.572033
619,41.107296,-73.569069
505,41.116396,-73.567669
507,41.118352,-73.563745
618,41.109296,-73.568069
626,41.112272,-73.566353
514,41.11768,-73.563217
518,41.119712,-73.561809
508,41.110064,-73.573409
617,41.107808,-73.571441
510,41.112796,-73.564369
511,41.116096,-73.564769
627,41.109796,-73.565569
512,41.116796,-73.565069
513,41.113184,-73.562513
515,41.117196,-73.562969
516,41.112796,-73.560768
517,41.116002,-73.562372
530,41.113896,-73.558668
630,41.111396,-73.560568
519,41.117196,-73.560368
520,41.117496,-73.561369
528,41.115096,-73.559468
533,41.116296,-73.555468
521,41.123696,-73.559269
522,41.121996,-73.558368
523,41.123796,-73.558968
525,41.122196,-73.558368
526,41.120496,-73.557468
524,41.122396,-73.558368
539,41.125996,-73.553168
527,41.122096,-73.555468
538,41.124796,-73.551268
540,41.122296,-73.551768
529,41.115996,-73.558068
535,41.114796,-73.556568
531,41.117596,-73.554968
532,41.118796,-73.560969
534,41.117096,-73.552168
537,41.115396,-73.553568
547,41.114196,-73.551368
536,41.111996,-73.555768
549,41.112296,-73.555368
679,41.110396,-73.558068
542,41.123896,-73.549268
6089,41.127096,-73.554668
541,41.122196,-73.548868
543,41.1232,-73.54552
553,41.123096,-73.544968
544,41.118496,-73.551868
545,41.118496,-73.553368
546,41.115796,-73.549068
548,41.119496,-73.549968
551,41.113996,-73.549568
563,41.116396,-73.546768
550,41.114196,-73.551068
682,41.111296,-73.554968
552,41.113196,-73.546168
571,41.113496,-73.546068
1035,41.112896,-73.546068
556,41.123496,-73.544568
557,41.122596,-73.544468
554,41.123796,-73.544568
555,41.125496,-73.544368
577,41.124296,-73.540868
6181,41.131396,-73.545368
558,41.121952,-73.544256
559,41.120796,-73.544068
562,41.122592,-73.542448
560,41.120396,-73.549168
561,41.119796,-73.543868
564,41.118792,-73.548065
572,41.118996,-73.547768
573,41.119096,-73.543868
567,41.116096,-73.545368
565,41.118696,-73.543968
566,41.118796,-73.545768
574,41.118238,-73.544207
568,41.114396,-73.545768
569,41.116396,-73.545168
570,41.115596,-73.543668
576,41.116396,-73.542968
575,41.118996,-73.541768
6443,41.118358,-73.546095
580,41.118696,-73.540568
581,41.118096,-73.541868
578,41.123796,-73.535768
579,41.123196,-73.533167
6191,41.125896,-73.536968
590,41.123296,-73.532367
591,41.122696,-73.532667
582,41.117906,-73.542627
583,41.117496,-73.541368
584,41.116896,-73.541568
585,41.117996,-73.540568
586,41.116196,-73.535067
587,41.1203,-73.534653
596,41.114496,-73.533067
597,41.112896,-73.544168
612,41.118038,-73.529615
599,41.118476,-73.532493
588,41.123696,-73.531367
589,41.126048,-73.532703
592,41.123496,-73.531667
594,41.123896,-73.530467
593,41.118796,-73.529767
595,41.119296,-73.528567
598,41.112696,-73.532467
600,41.115696,-73.529967
1038,41.113096,-73.545168
1040,41.112696,-73.544468
1155,41.113496,-73.527667
601,41.114296,-73.530667
602,41.115296,-73.527767
613,41.111396,-73.523467
614,41.116196,-73.525167
604,41.124596,-73.528567
605,41.122296,-73.527767
606,41.125096,-73.527759
607,41.122996,-73.525567
609,41.120596,-73.527467
608,41.125896,-73.526467
610,41.121664,-73.525016
6211,41.126196,-73.525167
611,41.121396,-73.525667
6384,41.118503,-73.528239
1161,41.110496,-73.522867
3426,41.111696,-73.522067
615,41.113996,-73.523267
3387,41.116696,-73.522567
616,41.113496,-73.522967
3389,41.115596,-73.521167
1160,41.112396,-73.522267
620,41.105796,-73.567069
621,41.105896,-73.570469
622,41.104196,-73.566969
633,41.105196,-73.564969
623,41.106096,-73.572993
624,41.103596,-73.569469
631,41.103996,-73.566569
636,41.1028,-73.565937
628,41.107496,-73.564269
629,41.108096,-73.559368
681,41.106396,-73.559168
678,41.111296,-73.559568
634,41.103796,-73.566469
635,41.102896,-73.565769
637,41.103296,-73.565469
638,41.102196,-73.565269
639,41.103696,-73.564569
641,41.101796,-73.565169
640,41.103712,-73.564369
645,41.104432,-73.562736
642,41.101396,-73.565069
643,41.100896,-73.564868
646,41.102596,-73.563968
644,41.099596,-73.564668
649,41.102296,-73.561268
666,41.097996,-73.564368
670,41.099896,-73.561968
647,41.102896,-73.564268
648,41.103196,-73.561368
685,41.105196,-73.559968
650,41.101396,-73.561068
656,41.099596,-73.570469
657,41.096496,-73.567969
655,41.093196,-73.569869
658,41.094996,-73.570669
660,41.092096,-73.570369
663,41.089996,-73.563368
6424,41.087123,-73.571716
674,41.088496,-73.564468
677,41.088296,-73.558868
664,41.158194,-73.557752
665,41.159925,-73.558144
6022,41.160614,-73.553909
6025,41.157196,-73.558569
669,41.095496,-73.563468
667,41.15352,-73.568353
668,41.151984,-73.567697
750,41.153199,-73.566975
5965,41.153796,-73.568769
672,41.091648,-73.560784
673,41.095596,-73.562568
671,41.100696,-73.561168
749,41.089596,-73.559368
740,41.095996,-73.558968
675,41.088796,-73.565768
676,41.087396,-73.564868
821,41.084896,-73.564368
830,41.086596,-73.566668
754,41.086896,-73.559168
755,41.085096,-73.555968
680,41.108796,-73.556568
684,41.108296,-73.555568
683,41.110336,-73.554
703,41.109504,-73.554624
704,41.111096,-73.551868
710,41.110096,-73.551068
686,41.105596,-73.558468
687,41.104996,-73.557868
688,41.103496,-73.556968
691,41.105944,-73.556045
696,41.10288,-73.557296
699,41.102996,-73.556468
689,41.104296,-73.556168
690,41.105796,-73.555968
692,41.104696,-73.554968
694,41.103396,-73.555868
6378,41.106296,-73.555368
693,41.105796,-73.554768
695,41.104696,-73.553668
718,41.103596,-73.552968
705,41.108196,-73.552368
717,41.104596,-73.552768
697,41.103392,-73.55784
698,41.102396,-73.557568
701,41.096496,-73.558268
702,41.099196,-73.556468
700,41.102096,-73.556468
739,41.099196,-73.559568
741,41.098396,-73.556268
742,41.100596,-73.554968
706,41.108596,-73.549768
707,41.105192,-73.55258
711,41.107696,-73.549968
714,41.109496,-73.547268
6474,41.105135,-73.55141
708,41.110096,-73.550768
709,41.111196,-73.548468
1037,41.111896,-73.546468
712,41.107996,-73.551168
713,41.106796,-73.550268
724,41.106896,-73.551268
725,41.105796,-73.550268
715,41.108696,-73.547468
1032,41.110296,-73.546968
716,41.106796,-73.548968
731,41.106796,-73.547968
730,41.106296,-73.549068
719,41.103596,-73.551668
720,41.104496,-73.551776
721,41.103396,-73.550468
722,41.101896,-73.550968
728,41.103396,-73.550168
723,41.102196,-73.552868
734,41.099896,-73.552968
726,41.104396,-73.550068
732,41.105896,-73.549068
727,41.105392,-73.551024
729,41.104036,-73.550104
733,41.103096,-73.547968
6412,41.103998,-73.550691
1047,41.104176,-73.547142
1049,41.101996,-73.547768
771,41.097996,-73.554168
772,41.099796,-73.551768
735,41.100796,-73.550868
736,41.101296,-73.550168
779,41.099996,-73.547668
737,41.101996,-73.548868
738,41.101296,-73.548968
743,41.098096,-73.556068
744,41.097196,-73.555468
745,41.098196,-73.555568
746,41.096196,-73.555368
770,41.097779,-73.554521
747,41.09624,-73.556752
748,41.094996,-73.556668
774,41.096796,-73.553968
751,41.089996,-73.558968
752,41.090096,-73.558768
753,41.08968,-73.55792
756,41.090496,-73.556968
891,41.086096,-73.559468
892,41.083096,-73.557168
896,41.084696,-73.556168
901,41.084196,-73.555068
757,41.092396,-73.557368
760,41.090096,-73.555368
758,41.090896,-73.555368
759,41.092096,-73.556168
766,41.090796,-73.555768
764,41.089096,-73.555268
761,41.089296,-73.557068
762,41.089096,-73.556968
763,41.088296,-73.556368
765,41.086996,-73.555768
767,41.088396,-73.555568
768,41.089096,-73.554968
898,41.086696,-73.555268
769,41.088896,-73.553868
801,41.090396,-73.553768
804,41.087296,-73.553168
773,41.098496,-73.552068
780,41.099016,-73.550498
781,41.097696,-73.550668
784,41.096796,-73.550668
775,41.094596,-73.553968
776,41.095196,-73.553968
777,41.094496,-73.551268
778,41.093496,-73.553568
790,41.095696,-73.551168
792,41.094996,-73.551168
794,41.093596,-73.551968
796,41.093296,-73.554968
1053,41.100496,-73.547668
1080,41.099096,-73.547668
6379,41.099796,-73.550368
782,41.097696,-73.549668
783,41.09768,-73.549987
787,41.098296,-73.549868
788,41.097596,-73.547668
789,41.096396,-73.550368
785,41.098796,-73.547668
786,41.098896,-73.549768
1087,41.096496,-73.547568
791,41.096396,-73.549268
793,41.094896,-73.550368
795,41.094896,-73.549868
797,41.093396,-73.551568
798,41.092396,-73.553068
1090,41.095096,-73.547468
799,41.092996,-73.547568
800,41.091396,-73.552068
805,41.093896,-73.547568
1102,41.092496,-73.547668
802,41.091396,-73.551668
803,41.091196,-73.550968
807,41.092296,-73.549668
809,41.087896,-73.551568
903,41.085196,-73.553368
806,41.094096,-73.549468
808,41.08982,-73.550014
810,41.089496,-73.550068
921,41.087696,-73.550768
6413,41.087845,-73.55246
811,41.087996,-73.550368
816,41.088596,-73.547368
932,41.087696,-73.547668
812,41.089396,-73.547168
813,41.089696,-73.549268
1107,41.089596,-73.547068
814,41.090396,-73.546968
815,41.090496,-73.548568
1103,41.091496,-73.546668
818,41.085796,-73.570769
819,41.086096,-73.571369
820,41.085196,-73.567668
831,41.083696,-73.564768
822,41.079096,-73.571569
823,41.078096,-73.572469
839,41.079296,-73.567468
824,41.076996,-73.566868
825,41.077596,-73.570068
828,41.075896,-73.566468
840,41.079096,-73.566568
826,41.075896,-73.567668
827,41.076496,-73.570568
829,41.074096,-73.568668
841,41.074696,-73.565368
851,41.074796,-73.570768
855,41.073552,-73.568592
832,41.080496,-73.565768
836,41.083856,-73.563216
837,41.079896,-73.563668
833,41.085996,-73.561568
834,41.086848,-73.562368
835,41.082396,-73.561568
838,41.081396,-73.561368
893,41.082796,-73.558668
844,41.078996,-73.563968
845,41.079096,-73.561268
907,41.081396,-73.560168
842,41.075596,-73.564568
866,41.073196,-73.564568
843,41.077796,-73.564668
846,41.075596,-73.563968
908,41.079196,-73.559768
847,41.075396,-73.560368
911,41.074696,-73.557868
850,41.071396,-73.571868
852,41.069296,-73.570868
853,41.067496,-73.571568
854,41.068896,-73.570568
856,41.069196,-73.567568
857,41.066796,-73.569068
858,41.068796,-73.565268
861,41.066496,-73.565268
862,41.065496,-73.568068
869,41.069796,-73.565368
876,41.066796,-73.565268
2024,41.059696,-73.573668
2328,41.060696,-73.569768
863,41.065296,-73.568668
865,41.064696,-73.566468
864,41.063696,-73.568468
877,41.063696,-73.565768
867,41.072704,-73.56712
868,41.072496,-73.564768
870,41.072196,-73.562768
874,41.066596,-73.563368
871,41.071996,-73.561468
872,41.073796,-73.562268
873,41.072896,-73.561268
875,41.071696,-73.559268
882,41.066201,-73.561234
966,41.069896,-73.560168
967,41.071696,-73.558768
878,41.062996,-73.565168
886,41.065096,-73.562568
879,41.060596,-73.566968
880,41.062296,-73.563768
2363,41.059155,-73.566608
2364,41.060996,-73.565668
883,41.062796,-73.563068
889,41.061396,-73.562468
881,41.066096,-73.560668
887,41.064796,-73.560668
977,41.064796,-73.557868
6471,41.06826,-73.561235
884,41.063196,-73.563568
885,41.062696,-73.562068
888,41.062596,-73.561168
890,41.062396,-73.560868
978,41.063596,-73.560168
2365,41.060196,-73.563568
2367,41.060796,-73.561668
990,41.063596,-73.557768
904,41.081896,-73.556768
905,41.083196,-73.556768
894,41.081696,-73.558268
895,41.080496,-73.557868
912,41.078596,-73.557468
915,41.080796,-73.556268
897,41.084896,-73.556668
899,41.086096,-73.555568
900,41.086596,-73.554368
902,41.085296,-73.555068
918,41.087896,-73.554368
906,41.083796,-73.554568
924,41.083496,-73.554568
909,41.081056,-73.560048
910,41.077396,-73.559468
913,41.077996,-73.557468
917,41.074496,-73.556768
914,41.079796,-73.556268
916,41.076596,-73.556568
969,41.065596,-73.557568
919,41.0823,-73.553047
920,41.081862,-73.552875
927,41.082196,-73.553568
930,41.083996,-73.552268
931,41.086796,-73.550468
922,41.085496,-73.551968
923,41.084296,-73.552068
935,41.084396,-73.550968
925,41.08296,-73.55416
926,41.083584,-73.5532
929,41.081855,-73.553506
928,41.079996,-73.553168
944,41.078196,-73.552868
945,41.079996,-73.551968
6428,41.081015,-73.554368
1227,41.085196,-73.547868
933,41.085296,-73.550668
934,41.085796,-73.550668
936,41.084196,-73.549768
941,41.083596,-73.548068
937,41.082696,-73.550768
938,41.082796,-73.550968
939,41.082296,-73.549868
940,41.080496,-73.551668
942,41.081796,-73.550268
943,41.082096,-73.548268
1230,41.082396,-73.548068
953,41.081196,-73.548568
947,41.078296,-73.551668
948,41.077296,-73.552668
946,41.080296,-73.551968
955,41.078596,-73.549168
949,41.076396,-73.552168
957,41.077596,-73.549168
952,41.072096,-73.549468
959,41.076796,-73.549068
950,41.023182,-73.522454
951,41.023797,-73.524666
2381,41.022505,-73.522208
3354,41.025197,-73.523266
1000,41.071196,-73.550968
1001,41.071196,-73.548368
1002,41.072396,-73.548368
954,41.081096,-73.549868
956,41.081096,-73.546568
1231,41.081896,-73.546168
1235,41.081596,-73.543567
958,41.077096,-73.549168
1243,41.077096,-73.547768
960,41.076496,-73.548968
961,41.076096,-73.548568
962,41.073496,-73.547968
963,41.075996,-73.547768
964,41.075396,-73.547768
1246,41.075596,-73.546768
965,41.069896,-73.560968
968,41.069896,-73.559468
980,41.065596,-73.556968
970,41.070396,-73.553768
971,41.070496,-73.555368
